datetime,symbol,open,high,low,close,volume,成交额(万元)
2025-08-15,600519.SH,1426.01,1428.66,1420.22,1422.08,47581.65,677243.7
2025-08-14,600519.SH,1420.94,1447.51,1420.94,1426.99,48129.3,689753.53
2025-08-13,600519.SH,1425.0,1433.68,1420.0,1420.05,65527.54,932546.01
2025-08-12,600519.SH,1449.0,1465.07,1436.0,1437.04,42019.23,609534.2
2025-08-11,600519.SH,1423.5,1451.99,1423.0,1445.0,47159.07,679403.41
2025-08-08,600519.SH,1423.05,1426.5,1418.0,1420.97,18655.28,265147.81
2025-08-07,600519.SH,1423.88,1427.7,1420.06,1422.35,28001.34,398876.58
2025-08-06,600519.SH,1429.0,1429.0,1419.3,1423.88,23699.28,337233.49
2025-08-05,600519.SH,1421.0,1429.94,1417.11,1427.74,25342.27,360793.15
2025-08-04,600519.SH,1415.0,1419.8,1414.0,1419.0,18687.95,264710.57
2025-08-01,600519.SH,1421.87,1425.96,1414.0,1417.0,29635.59,420085.08
2025-07-31,600519.SH,1443.0,1444.87,1418.0,1421.67,51797.51,738630.28
2025-07-30,600519.SH,1444.0,1457.16,1437.0,1449.44,31867.71,461288.3
2025-07-29,600519.SH,1439.6,1448.79,1435.01,1439.0,26304.08,378584.81
2025-07-28,600519.SH,1453.0,1454.99,1436.3,1438.66,38586.32,556096.64
2025-07-25,600519.SH,1491.4,1491.4,1453.0,1455.0,41911.26,614007.87
2025-07-24,600519.SH,1476.0,1499.0,1475.0,1491.5,38803.64,578633.74
2025-07-23,600519.SH,1469.0,1495.0,1468.95,1475.5,45044.84,667630.15
2025-07-22,600519.SH,1444.0,1466.6,1440.68,1464.98,42118.98,612763.69
2025-07-21,600519.SH,1436.99,1446.8,1435.0,1443.0,26203.31,377989.18
2025-07-18,600519.SH,1420.0,1437.81,1416.38,1437.0,41823.41,598494.98
2025-07-17,600519.SH,1413.98,1423.01,1412.88,1416.35,23105.54,327310.04
2025-07-16,600519.SH,1410.01,1417.49,1409.95,1411.03,21286.05,300688.26
2025-07-15,600519.SH,1420.98,1422.93,1408.32,1411.0,35405.78,500515.02
2025-07-14,600519.SH,1430.0,1434.98,1421.6,1423.6,27780.94,396173.6
2025-07-11,600519.SH,1423.16,1458.0,1423.16,1427.0,57243.35,823901.04
2025-07-10,600519.SH,1418.97,1436.18,1410.4,1426.5,38725.03,550332.98
2025-07-09,600519.SH,1415.0,1429.97,1414.17,1418.88,27745.32,395081.07
2025-07-08,600519.SH,1410.71,1420.0,1410.7,1416.11,18673.7,264330.27
2025-07-07,600519.SH,1422.28,1423.5,1410.01,1410.7,23854.67,337056.27
2025-07-04,600519.SH,1415.7,1431.89,1410.01,1422.22,28766.91,408654.73
2025-07-03,600519.SH,1412.0,1422.69,1408.0,1415.6,24412.67,345673.3
2025-07-02,600519.SH,1409.5,1414.8,1400.0,1409.6,26218.25,368924.63
2025-07-01,600519.SH,1409.0,1411.94,1403.31,1405.1,19878.19,279442.32
2025-06-30,600519.SH,1403.5,1413.23,1402.0,1409.52,30457.3,428737.37
2025-06-27,600519.SH,1420.01,1423.0,1403.09,1403.09,38249.73,540431.27
2025-06-26,600519.SH,1415.0,1428.0,1410.08,1420.0,34860.25,495583.0
2025-06-25,600519.SH,1411.4541353401569,1421.3502323901266,1393.211577844672,1408.266591691752,41050.07,586929.22
2025-06-24,600519.SH,1395.9970006020471,1423.7825733895247,1395.9970006020471,1409.580840457556,36311.51,522918.35
2025-06-23,600519.SH,1392.7113786875375,1405.461553281156,1378.176179650813,1392.7113786875375,26723.31,379401.23
2025-06-20,600519.SH,1396.222580614088,1413.4451241420834,1392.9075352197474,1401.2049565322095,34815.81,499068.33
2025-06-19,600519.SH,1398.5960746538233,1406.1186776640582,1389.9455715833838,1398.5960746538233,24500.72,349026.86
2025-06-18,600519.SH,1412.327031908489,1415.700924262493,1393.701969175196,1397.6152919927756,30760.99,440413.14
2025-06-17,600519.SH,1392.7113786875375,1399.5768573148707,1385.041658278146,1399.5768573148707,27231.51,386836.47
2025-06-16,600519.SH,1374.2726646598437,1397.6545232992175,1374.2530490066229,1394.957370981337,42887.87,606044.84
2025-06-13,600519.SH,1416.652283443709,1422.1054350391332,1397.6741389524384,1399.5278181818185,59113.25,846651.56
2025-06-12,600519.SH,1451.5583383503915,1455.3539672486454,1426.1560674292596,1430.9619024683927,49903.61,730680.08
2025-06-11,600519.SH,1448.4198338350393,1465.2892956050573,1447.733285972306,1451.5583383503915,30892.82,458552.28
2025-06-10,600519.SH,1457.4430343166769,1463.3277302829622,1446.4582685129442,1446.6642328717642,30492.2,451193.46
2025-06-09,600519.SH,1476.0975205298016,1479.7068007224566,1457.1291838651418,1457.550920409392,44958.67,672383.91
2025-06-06,600519.SH,1484.708792293799,1489.7794386514151,1474.1163395544854,1477.4411927754368,25023.07,377772.76
2025-06-05,600519.SH,1484.9049488260086,1486.8665141481038,1473.3317134256474,1484.9049488260086,23213.66,350492.55
2025-06-04,600519.SH,1481.4722095123425,1493.7319927754368,1480.2168077062013,1480.9425868753765,23008.09,348036.38
2025-06-03,600519.SH,1479.0300606863336,1489.8088621312463,1476.0975205298016,1480.0010355207708,28979.18,437789.28
2025-05-30,600519.SH,1510.5524154124023,1515.309211318483,1486.1211193257077,1492.751210114389,31239.18,476487.59
2025-05-29,600519.SH,1510.405298013245,1525.1170379289588,1502.5590367248649,1510.405298013245,21859.58,337546.58
2025-05-28,600519.SH,1514.318620830825,1516.7411540036126,1503.5398193859123,1507.4629500301023,16265.68,250462.46
2025-05-27,600519.SH,1521.1939072847683,1528.64785550873,1513.8478451535225,1514.2303503913308,17752.13,274894.57
2025-05-26,600519.SH,1539.828777844672,1544.3698015653224,1515.309211318483,1520.7035159542447,27086.53,421294.44
2025-05-23,600519.SH,1544.9288476821196,1557.3847874774235,1541.456877062011,1542.3788127633957,21537.0,339942.5
2025-05-22,600519.SH,1550.607579289585,1554.5307099337751,1539.9268561107767,1549.6366044551478,15090.24,238123.66
2025-05-21,600519.SH,1554.5405177603857,1565.270280072246,1550.5879636363638,1550.5879636363638,19794.64,314394.14
2025-05-20,600519.SH,1549.6366044551478,1564.1521878386516,1544.8307694160146,1555.5213004214331,19521.53,309574.26
2025-05-19,600519.SH,1565.329127031909,1569.252257676099,1543.6342145695369,1548.6362061408793,38062.83,602195.0
2025-05-16,600519.SH,1602.5890603251055,1605.5314083082485,1583.110716676701,1583.110716676701,22935.22,371450.87
2025-05-15,600519.SH,1603.383494280554,1612.0045738711622,1592.9185432871768,1600.6471106562317,24732.85,404340.26
2025-05-14,600519.SH,1559.4444310656231,1613.3874774232393,1557.6594066225168,1603.5698429861532,39460.12,639473.51
2025-05-13,600519.SH,1578.0008390126434,1578.0008390126434,1554.6484038531007,1559.7386658639375,21258.29,338661.78
2025-05-12,600519.SH,1567.2906923540038,1587.8184734497293,1565.9274044551476,1573.665779650813,24735.33,396778.58
2025-05-09,600519.SH,1548.6460139674896,1566.7512618904277,1544.781730282962,1560.6017546056596,23671.9,375757.45
2025-05-08,600519.SH,1523.1554726068634,1562.1710068633356,1520.0463915713426,1547.8613878386516,33481.06,526544.64
2025-05-07,600519.SH,1539.828777844672,1539.828777844672,1520.4092811559303,1525.1170379289588,27462.21,427514.26
2025-05-06,600519.SH,1529.040168573149,1529.040168573149,1514.652086935581,1520.4092811559303,18300.26,283861.42
2025-04-30,600519.SH,1520.2033167971103,1536.5529637567734,1516.5842287778448,1517.270776640578,25754.25,400543.94
2025-04-29,600519.SH,1520.213124623721,1522.7043125827815,1502.5786523780855,1514.3284286574356,18921.8,291742.29
2025-04-28,600519.SH,1522.174689945816,1525.1170379289588,1516.878463576159,1520.213124623721,14659.72,227425.25
2025-04-25,600519.SH,1527.1766815171584,1531.1978904274536,1520.213124623721,1520.213124623721,14764.9,229502.97
2025-04-24,600519.SH,1522.174689945816,1530.6878834437089,1519.2127263094524,1522.419885611078,14871.81,231337.21
2025-04-23,600519.SH,1529.040168573149,1529.2559407585793,1515.309211318483,1522.174689945816,18668.76,289546.89
2025-04-22,600519.SH,1520.213124623721,1526.3920553883204,1513.553610355208,1519.0361854304638,18432.14,285752.6
2025-04-21,600519.SH,1535.4152558699582,1535.4152558699582,1521.1939072847683,1521.1939072847683,18057.03,280815.82
2025-04-18,600519.SH,1535.9056472004818,1544.73269114991,1526.0978205900062,1535.846800240819,20298.48,317997.43
2025-04-17,600519.SH,1524.136255267911,1546.2038651414812,1520.2033167971103,1539.828777844672,23846.05,373392.5
2025-04-16,600519.SH,1522.174689945816,1545.7134738109576,1507.4629500301023,1529.206901625527,31156.05,483488.06
2025-04-15,600519.SH,1522.174689945816,1534.9248645394343,1515.309211318483,1528.059385912101,21489.28,333994.27
2025-04-14,600519.SH,1530.9723104154127,1535.9056472004818,1521.7137220951236,1522.1648821192057,21711.44,337942.56
2025-04-11,600519.SH,1549.6071809753164,1549.6071809753164,1515.309211318483,1538.8283795304037,32634.23,508735.99
2025-04-10,600519.SH,1521.184099458158,1525.1170379289588,1498.6359060806744,1519.2323419626732,38620.21,596365.08
2025-04-09,600519.SH,1495.7131737507527,1526.8824467188442,1491.32907525587,1511.4253119807347,55630.04,856292.82
2025-04-08,600519.SH,1483.924166164961,1515.309211318483,1466.270078266105,1515.309211318483,73876.49,1122697.76
2025-04-07,600519.SH,1490.7994526189043,1507.3158326309454,1433.9042504515355,1471.1739915713429,101952.67,1531473.82
2025-04-03,600519.SH,1500.5974714027695,1555.5213004214331,1499.6264965683324,1538.730301264299,35480.5,555744.21
2025-04-02,600519.SH,1528.059385912101,1537.6710559903674,1515.7996026490068,1519.2519576158943,21674.01,337188.3
2025-04-01,600519.SH,1533.944081878387,1539.720891751957,1522.380654304636,1526.117436243227,18556.44,289374.0
2025-03-31,600519.SH,1550.5977714629744,1556.4628517760389,1530.0797981938592,1531.001733895244,21084.94,331185.77
2025-03-28,600519.SH,1560.3565589403977,1562.386779048766,1545.7134738109576,1554.7464821192054,16227.89,256947.0
2025-03-27,600519.SH,1545.7134738109576,1567.5358880192657,1543.143823239013,1558.4636484045757,17955.63,284888.92
2025-03-26,600519.SH,1542.5455458157735,1552.1670237206504,1540.8095605057197,1545.7134738109576,14323.56,225763.98
2025-03-25,600519.SH,1557.4828657435282,1562.1906225165565,1536.5529637567734,1545.2230824804335,17674.38,278328.68
2025-03-24,600519.SH,1539.828777844672,1559.1109649608672,1532.3552139674898,1552.5789524382903,25565.85,403222.35
2025-03-21,600519.SH,1568.2714750150517,1581.2178061408792,1538.6812621312465,1543.5067128236003,33614.3,532497.32
2025-03-20,600519.SH,1604.2760065021075,1606.1296857314871,1564.4169991571343,1573.1753883202891,36736.77,590387.92
2025-03-19,600519.SH,1593.075468512944,1616.3298254063818,1591.8102588801928,1604.2760065021075,27389.55,447712.88
2025-03-18,600519.SH,1613.4267087296812,1620.2529560505725,1590.5352414208312,1592.7910415412405,31613.45,515321.04
2025-03-17,600519.SH,1625.15686935581,1626.127844190247,1595.6156956050577,1606.3846892233596,54689.13,898513.89
2025-03-14,600519.SH,1517.9180931968697,1596.7239800120412,1511.3860806742928,1596.7239800120412,92913.15,1488284.27
2025-03-13,600519.SH,1514.3284286574356,1525.6074292594824,1501.4605601444916,1508.2181526791092,25724.39,396636.93
2025-03-12,600519.SH,1517.2315453341364,1519.8992741721856,1497.017614689946,1512.935717278748,29603.96,455292.36
2025-03-11,600519.SH,1487.8472968091512,1518.9184915111382,1482.9433835039135,1518.9184915111382,39775.6,609400.79
2025-03-10,600519.SH,1490.6032960866949,1497.5374295003014,1477.1959971101749,1493.633914509332,31369.07,475878.93
2025-03-07,600519.SH,1474.1163395544854,1498.9889878386516,1474.1163395544854,1491.7704274533417,37991.35,576060.87
2025-03-06,600519.SH,1445.6736423841062,1481.177974714028,1443.7905396748947,1477.0390718844071,42167.64,629711.74
2025-03-05,600519.SH,1443.712077062011,1445.6736423841062,1432.040763395545,1438.1902706803132,24605.22,360693.22
2025-03-04,600519.SH,1456.4622516556294,1457.4430343166769,1437.052562793498,1441.858397832631,25211.21,371067.59
2025-03-03,600519.SH,1473.7240264900663,1491.760619626731,1453.0295123419628,1458.4434326309454,31595.66,473667.99
2025-02-28,600519.SH,1456.952642986153,1499.0086034918727,1453.5199036724866,1471.9488098735703,56128.95,847573.82
2025-02-27,600519.SH,1431.9623007826613,1461.2680866947626,1426.0579891631548,1457.0114899458158,49762.17,736800.24
2025-02-26,600519.SH,1427.480124021674,1436.807367128236,1417.230945213727,1431.9524929560507,26366.09,383594.9
2025-02-25,600519.SH,1441.7603195665265,1445.075364960867,1424.0964238410595,1426.0579891631548,28387.43,414281.45
2025-02-24,600519.SH,1459.404599638772,1470.70321589404,1445.6736423841062,1450.6462104756172,34743.73,515790.73
2025-02-21,600519.SH,1451.5583383503915,1467.966832269717,1444.702667549669,1459.610563997592,36417.83,541816.96
2025-02-20,600519.SH,1454.5006863335343,1463.2983068031308,1445.075364960867,1445.6736423841062,23749.73,351355.3
2025-02-19,600519.SH,1446.703464178206,1465.7208399759184,1436.7485201685734,1462.3469476219148,32393.31,480337.84
2025-02-18,600519.SH,1441.750511739916,1464.298705117399,1433.9827130644192,1446.6544250451536,27799.92,411384.54
2025-02-17,600519.SH,1452.5391210114392,1466.250462612884,1438.906242022878,1443.3393796508128,32470.59,480466.38
2025-02-14,600519.SH,1436.9054453943409,1448.6159903672487,1430.1968919927756,1446.6544250451536,27099.92,397869.41
2025-02-13,600519.SH,1415.2889955448527,1446.8996207104155,1406.942535099338,1436.9054453943409,43385.36,633598.59
2025-02-12,600519.SH,1390.7498133654426,1417.230945213727,1389.6513367850696,1415.2693798916318,25475.79,364417.05
2025-02-11,600519.SH,1407.374079470199,1408.364669957857,1388.690169777243,1390.7498133654426,23572.83,334866.89
2025-02-10,600519.SH,1410.365466586394,1412.327031908489,1399.665127754365,1404.000187116195,20839.79,298810.18
2025-02-07,600519.SH,1386.5128322697174,1414.9555294400966,1376.4401943407588,1408.4039012642988,37242.07,531085.06
2025-02-06,600519.SH,1373.1055332931971,1394.6631361830223,1373.1055332931971,1385.6889748344372,27355.82,385956.82
2025-02-05,600519.SH,1412.327031908489,1415.2693798916318,1375.2632551475017,1376.8226995785674,40756.52,575373.0
2025-01-27,600519.SH,1409.3846839253465,1416.220739072848,1399.5964729680916,1407.4133107766409,29356.46,421353.45
2025-01-24,600519.SH,1414.2885972305842,1419.9673288380495,1402.8232479229382,1408.4039012642988,31360.34,451532.27
2025-01-23,600519.SH,1422.1054350391332,1439.7889464178209,1410.365466586394,1415.2693798916318,27125.04,393270.09
2025-01-22,600519.SH,1435.1498444310655,1439.7399072847684,1410.365466586394,1413.3078145695365,28293.84,408810.17
2025-01-21,600519.SH,1452.5391210114392,1453.5199036724866,1436.846598434678,1439.936063816978,16856.04,248182.12
2025-01-20,600519.SH,1432.9234677904878,1461.160200602047,1431.9426851294402,1446.4582685129442,31409.75,464762.64
2025-01-17,600519.SH,1418.594233112583,1432.9234677904878,1418.5844252859729,1426.7935761589406,18308.94,266322.73
2025-01-16,600519.SH,1445.6736423841062,1454.1672202287782,1414.2885972305842,1418.5844252859729,26342.13,384041.14
2025-01-15,600519.SH,1438.8081637567732,1446.2621119807343,1431.9524929560507,1442.9961057194464,18399.34,270151.87
2025-01-14,600519.SH,1417.1819060806745,1450.2637052378088,1414.2885972305842,1444.202468392535,30956.57,453565.15
2025-01-13,600519.SH,1397.6152919927756,1416.6817069235403,1394.6827518362434,1416.2305468994584,21082.51,303080.69
2025-01-10,600519.SH,1419.2905888019266,1424.0473847080077,1408.4039012642988,1408.4039012642988,21871.95,315467.76
2025-01-09,600519.SH,1421.1442680313066,1436.434669717038,1405.4419376279352,1416.2501625526793,29705.65,429585.27
2025-01-08,600519.SH,1412.327031908489,1423.9198829620711,1399.2433912101146,1414.778988561108,35258.21,507182.12
2025-01-07,600519.SH,1416.8974791089709,1423.9885377483447,1411.3462492474414,1412.5231884406985,24221.18,349463.42
2025-01-06,600519.SH,1425.0772065021074,1434.5515670078269,1405.2653967489466,1412.327031908489,44255.12,639247.97
2025-01-03,600519.SH,1465.7796869355811,1466.2602704394944,1438.8179715833835,1446.6544250451536,32628.36,483661.03
2025-01-02,600519.SH,1494.7127754364842,1495.1933589403975,1451.5583383503915,1459.404599638772,50028.7,749088.38
2024-12-31,600519.SH,1496.085871161951,1515.309211318483,1492.7610179409996,1494.7127754364842,39354.45,603354.04
2024-12-30,600519.SH,1504.4911785671284,1514.2891973509936,1495.693558097532,1495.693558097532,25129.82,384954.26
2024-12-27,600519.SH,1499.5186104756174,1506.4821673690549,1490.29925346177,1499.5872652618907,20759.32,317019.14
2024-12-26,600519.SH,1504.5206020469598,1509.2087431667671,1493.7319927754368,1498.4299417218544,18286.51,279884.0
2024-12-25,600519.SH,1509.2283588199882,1509.2283588199882,1496.772419024684,1500.5974714027695,17123.39,262106.19
2024-12-24,600519.SH,1495.693558097532,1514.3284286574356,1492.3490892233594,1509.247974473209,22104.92,339416.03
2024-12-23,600519.SH,1493.7319927754368,1508.4437326911502,1487.8472968091512,1497.115692956051,21602.69,330097.14
2024-12-20,600519.SH,1501.7057558097536,1512.1707068031308,1490.8092604455148,1492.751210114389,28157.74,430742.55
2024-12-19,600519.SH,1511.4295966285372,1514.123853100542,1497.1278266104755,1497.784491270319,24809.32,386260.27
2024-12-18,600519.SH,1504.5056472004817,1522.8826008428657,1494.008669476219,1517.57134256472,41162.26,644080.2
2024-12-17,600519.SH,1473.6230945213726,1515.157134256472,1468.8139915713425,1504.534617700181,54171.63,839894.54
2024-12-16,600519.SH,1468.8043347381097,1476.5298013245033,1458.8674533413607,1474.7915713425648,32537.1,494529.88
2024-12-13,600519.SH,1496.81880794702,1501.62791089705,1466.757086092715,1466.8729680915112,49511.97,758090.83
2024-12-12,600519.SH,1479.446164960867,1512.2600842865745,1476.5298013245033,1512.0669476219146,41936.52,651054.78
2024-12-11,600519.SH,1487.1523178807947,1501.637567730283,1478.441854304636,1482.903311258278,29671.12,456966.26
2024-12-10,600519.SH,1516.1228175797712,1525.5189163154726,1492.1545574954848,1493.5161709813365,60312.1,942134.07
2024-12-09,600519.SH,1469.7893317278747,1477.2250933172788,1461.2720048163758,1466.6798314268513,19799.86,300817.36
2024-12-06,600519.SH,1461.0788681517158,1486.0900662251656,1456.3180493678506,1468.8139915713425,32039.69,488314.86
2024-12-05,600519.SH,1459.0123058398551,1465.7720891029498,1458.1818181818182,1459.1475015051174,16141.47,244131.84
2024-12-04,600519.SH,1467.906249247441,1471.3730523780855,1458.1818181818182,1467.8386514148103,23923.89,362656.55
2024-12-03,600519.SH,1471.7013847080073,1476.4332329921735,1464.0531727874777,1474.3473570138472,24806.62,377719.72
2024-12-02,600519.SH,1473.6327513546055,1477.4858278145696,1463.106803130644,1472.6670680313064,26819.54,408661.0
2024-11-29,600519.SH,1464.9416014449127,1501.637567730283,1461.2816616496086,1473.3816736905478,36088.1,553403.55
2024-11-28,600519.SH,1469.7700180614088,1472.6574111980735,1450.4563515954244,1465.907284768212,23952.03,362766.24
2024-11-27,600519.SH,1457.216134858519,1469.914870559904,1453.3534015653222,1466.921252257676,25934.17,392760.78
2024-11-26,600519.SH,1447.1440577965082,1466.757086092715,1437.7865863937388,1457.216134858519,25744.79,387688.6
2024-11-25,600519.SH,1459.1475015051174,1479.4268512944009,1445.3092594822397,1447.1440577965082,33185.56,501113.62
2024-11-22,600519.SH,1488.262853702589,1494.6556773028296,1456.076628537026,1456.076628537026,33436.11,510728.9
2024-11-21,600519.SH,1490.8895123419627,1495.8338109572546,1479.4268512944009,1492.1062733293195,18261.79,281093.35
2024-11-20,600519.SH,1490.0493678506923,1500.6429139072848,1478.7508729680917,1491.797254665864,21344.55,329267.53
2024-11-19,600519.SH,1511.2944009632752,1515.5144370860926,1472.6670680313064,1489.006429861529,33266.43,513883.12
2024-11-18,600519.SH,1508.3973509933776,1521.9072606863335,1501.637567730283,1505.5003010234798,27092.19,423719.75
2024-11-15,600519.SH,1515.157134256472,1529.4492474413005,1499.7062010836846,1505.5003010234798,33761.12,529532.69
2024-11-14,600519.SH,1516.1228175797712,1539.733774834437,1511.9220951234197,1519.7924142083082,29248.14,461714.41
2024-11-13,600519.SH,1514.1914509331727,1532.2111017459365,1507.702059000602,1524.3311258278145,29125.26,459444.5
2024-11-12,600519.SH,1534.4708007224565,1567.3040337146297,1519.9372667068033,1523.0757375075257,49222.66,784479.87
2024-11-11,600519.SH,1535.4364840457556,1554.7018663455751,1513.4092474413003,1543.1716074653823,43853.65,695709.54
2024-11-08,600519.SH,1603.8937748344372,1609.9003251053582,1546.06865743528,1554.721180012041,60771.2,988564.59
2024-11-07,600519.SH,1508.8415653220952,1596.7573750752558,1508.6870559903673,1592.5469957856717,74738.72,1207495.18
2024-11-06,600519.SH,1520.9512341962673,1534.4611438892234,1507.644118001204,1517.0885009030706,37631.43,591691.76
2024-11-05,600519.SH,1487.1523178807947,1523.5585791691751,1483.2992414208309,1522.8729440096329,45640.47,713444.35
2024-11-04,600519.SH,1491.91313666466,1496.8091511137868,1475.622059000602,1495.0709211318483,29092.92,448176.18
2024-11-01,600519.SH,1468.8043347381097,1492.1062733293195,1468.6111980734495,1481.1167971101747,32283.92,495430.22
2024-10-31,600519.SH,1479.571703792896,1487.1523178807947,1467.8386514148103,1475.3613245033112,29957.35,457554.52
2024-10-30,600519.SH,1472.6670680313064,1497.958314268513,1471.131631547261,1479.4268512944009,32005.74,491317.6
2024-10-29,600519.SH,1506.4659843467791,1525.7796508127635,1477.4954846478026,1479.059891631547,41165.78,636810.52
2024-10-28,600519.SH,1506.4659843467791,1511.2944009632752,1469.9921252257675,1511.2944009632752,39121.4,606445.37
2024-10-25,600519.SH,1493.9121011438892,1520.7484406983745,1492.956074653823,1505.355448524985,27745.08,432827.14
2024-10-24,600519.SH,1507.4316676700782,1520.9512341962673,1491.9903913305238,1498.9336544250452,23922.8,372397.32
2024-10-23,600519.SH,1491.1212763395545,1522.8343166767008,1479.4268512944009,1513.7086092715233,40088.46,625960.0
2024-10-22,600519.SH,1474.173534015653,1506.639807344973,1471.8945213726672,1490.0493678506923,36269.13,560782.65
2024-10-21,600519.SH,1488.3207947019869,1496.7801806140878,1469.0071282360025,1476.336664659843,42007.9,643391.83
2024-10-18,600519.SH,1441.7652016857314,1514.0369416014448,1428.2070078266106,1488.1180012040938,68619.3,1041804.35
2024-10-17,600519.SH,1484.2552679108971,1484.8926189042747,1442.1611318482842,1443.3102950030102,39459.55,596477.9
2024-10-16,600519.SH,1488.0021192052982,1496.616014449127,1458.1818181818182,1470.2528597230585,46664.4,714016.97
2024-10-15,600519.SH,1544.1276339554486,1546.049343768814,1499.7158579169177,1500.9133052378086,43571.43,688414.19
2024-10-14,600519.SH,1557.6472004816376,1565.0153642384107,1526.9095003010236,1547.015027092113,44812.02,718135.08
2024-10-11,600519.SH,1559.9648404575555,1583.6820228777844,1535.4364840457556,1549.912077062011,41914.71,676498.27
2024-10-10,600519.SH,1566.5894280553882,1610.8370379289584,1536.4021673690547,1583.7206502107165,74603.42,1219896.4
2024-10-09,600519.SH,1641.6616496086694,1641.6616496086694,1535.4364840457556,1540.4097531607467,120196.84,1970843.27
2024-10-08,600519.SH,1844.455147501505,1844.455147501505,1622.521806140879,1663.8723660445514,194709.47,3511407.5
2024-09-30,600519.SH,1633.9361830222758,1699.4867670078268,1595.308850090307,1688.014449127032,157293.41,2698274.7
2024-09-27,600519.SH,1545.0933172787477,1573.291270319085,1511.6420469596628,1573.291270319085,87921.67,1405026.06
2024-09-26,600519.SH,1351.9180252859724,1477.3699458157737,1348.0939193257077,1476.5298013245033,97278.06,1426926.27
2024-09-25,600519.SH,1352.0049367850693,1378.030102347983,1348.77955448525,1350.990969295605,73953.8,1042010.97
2024-09-24,600519.SH,1240.9899819385912,1325.8832028898255,1221.6763154726068,1325.4969295605056,100412.81,1329727.75
2024-09-23,600519.SH,1224.4864539434077,1249.1113786875376,1217.3983383503914,1218.248139674895,45549.69,580979.17
2024-09-20,600519.SH,1218.2095123419626,1230.183985550873,1207.1331246237207,1220.546465984347,39981.84,503850.78
2024-09-19,600519.SH,1218.6923540036123,1248.5126550270925,1203.0772546658638,1217.7266706803132,59988.21,762374.0
